accession,description,gene_name,unique_peptides,control_1,control_2,control_3,lowDO_1,lowDO_2,lowDO_3,lowTEMP_1,lowTEMP_2,lowTEMP_3,low_TEMP_DO_1,low_TEMP_DO_2,low_TEMP_DO_3,antibody_mass_da,protein_mass_da,control_1 ppm,control_2 ppm,control_3 ppm,lowDO_1 ppm,lowDO_2 ppm,lowDO_3 ppm,lowTEMP_1 ppm,lowTEMP_2 ppm,lowTEMP_3 ppm,low_TEMP_DO_1 ppm,low_TEMP_DO_2 ppm,low_TEMP_DO_3 ppm,species,gene_name_lower,control_mean,control_std,control_cv_pct,control_detected,control_mean_ppm,lowDO_mean,lowDO_std,lowDO_cv_pct,lowDO_detected,lowDO_mean_ppm,lowTEMP_mean,lowTEMP_std,lowTEMP_cv_pct,lowTEMP_detected,lowTEMP_mean_ppm,low_TEMP_DO_mean,low_TEMP_DO_std,low_TEMP_DO_cv_pct,low_TEMP_DO_detected,low_TEMP_DO_mean_ppm,overall_mean_abundance,abundance_rank,lowDO_log2fc,lowDO_responsive,lowTEMP_log2fc,lowTEMP_responsive,low_TEMP_DO_log2fc,low_TEMP_DO_responsive,num_conditions_responsive,hcp_risk
G3H777,ADP/ATP translocase 2 OS=Cricetulus griseus OX=10029 GN=I79_006206 PE=3 SV=1,UNKNOWN,1,3046.3614565000003,2014.3728849999998,1864.8618068,20158.674422,21947.542682000003,12953.840251000001,16965.641485,19853.835075,11780.244677,15165.487673,14080.039895,6553.096453,149980.536284,46576,0.3429952556381099,0.22444748232174483,0.20778850853834843,2.797993491344249,2.78243418052684,1.730829180435782,2.1940355102325984,2.557273129373574,1.5871907508286243,1.9771159567549612,1.8282051104405626,0.8968021969756422,Cricetulus griseus,unknown,2308.532049433333,643.3370547974005,27.87,3,0.2584,18353.35245166667,4760.888721317691,25.94,3,2.4371,16199.907078999999,4090.9017788341694,25.25,3,2.1128,11932.874673666665,4690.528701261814,39.31,3,1.5674,12198.666563441666,116,2.9904,True,2.8104,True,2.3694,True,3,Medium
G3GU00,Fukutin (Fragment) OS=Cricetulus griseus OX=10029 GN=I79_001144 PE=4 SV=1,UNKNOWN,1,15669.627278,12330.598931,10775.072183,18543.830159,19412.073302,11304.433907,19606.575187,22187.390509,13998.651924,21928.925943000002,19611.797498,8308.516517,149980.536284,85482,0.9612865385984976,0.7485943702485686,0.6541578734619987,1.4023992911626448,1.3409063068479854,0.8229851596521077,1.3815373147623495,1.5571356436594146,1.0276578439497104,1.5576885770318012,1.387477493018361,0.6195282351520891,Cricetulus griseus,unknown,12925.099463999999,2500.8479676502884,19.35,3,0.788,16420.112456,4451.526345127668,27.11,3,1.1888,18597.539206666665,4186.582748563844,22.51,3,1.3221,16616.413319333336,7287.532711166541,43.86,3,1.1882,16139.791111499999,95,0.3453,False,0.5249,False,0.3624,False,0,Medium
G3GYI4,Diacylglycerol kinase zeta OS=Cricetulus griseus OX=10029 GN=I79_002863 PE=4 SV=1,UNKNOWN,1,668.4776714000001,144.45736012,106.6280935,4086.24889896,3442.096042,1216.912689,3222.0723548299998,3177.739249,1680.44991164,3056.35233426,2448.751742,401.2485952,149980.536284,12679,0.276484489385983,0.05912780155227255,0.043643915042666515,2.0834675082335616,1.6030208371092685,0.5972996735119054,1.5306850549868978,1.503585572161008,0.8317208171326937,1.4637144660611303,1.1680003622052824,0.2017162168451925,Cricetulus griseus,unknown,306.52104167333334,314.03377956131925,102.45,3,0.1264,2915.0858766533333,1505.5156449638591,51.65,3,1.4279,2693.4205051566664,877.5382747010323,32.58,3,1.2887,1968.78422382,1391.104086750341,70.66,3,0.9445,1970.9529118258333,393,3.2453,True,3.1312,True,2.6793,True,3,Medium
G3HNY5,Phosphoglycerate kinase OS=Cricetulus griseus OX=10029 GN=I79_012486 PE=3 SV=1,PGK1,1,8874.047176,9268.07249,7894.540182999999,6650.640572,7306.1602118,4794.3639846999995,4094.623553,5094.2586921,3364.0794544,6252.568806,5873.8289459,3293.658047,149980.536284,25550,1.8213763694743554,1.8825025661999164,1.6035148807371766,1.6827495776042385,1.6884938082539827,1.1677717299347974,0.965291830900962,1.1961481809950474,0.8262516530437459,1.4859545428531646,1.3903162921320695,0.8216746621272466,Cricetulus griseus,pgk1,8678.886616333331,707.2577200923589,8.15,3,1.7691,6250.388256166666,1302.855137329515,20.84,3,1.513,4184.3205665,868.5702126570728,20.76,3,0.9959,5140.018599633334,1610.169692345342,31.33,3,1.2326,6063.403509658333,204,-0.4735,False,-1.0523,True,-0.7556,False,1,Low
G3HLT2,Recombining binding protein suppressor of hairless-like protein OS=Cricetulus griseus OX=10029 GN=I79_011676 PE=4 SV=1,RBPJL,1,14472.545301999999,11692.835208,9971.561108,10919.307583,13453.148511,7633.306838,7650.159116999999,9451.6530842,5950.156965900001,10807.103516,9993.6443838,5659.0323707,149980.536284,56571,1.3415903659825978,1.0726623384413934,0.9147582999117668,1.2478091363586192,1.4042074285495292,0.8397243057496391,0.814539533414698,1.002325571998825,0.6600419946376568,1.159987754277314,1.0683492682859768,0.6376180661207884,Cricetulus griseus,rbpjl,12045.647206,2271.1389011042497,18.85,3,1.1097,10668.587644000001,2918.010390755314,27.35,3,1.1639,7683.989722366667,1750.993189310597,22.79,3,0.8256,8819.926756833333,2767.4661570029743,31.38,3,0.9553,9804.5378323,137,-0.1751,False,-0.6485,False,-0.4496,False,0,Low
G3H2T4,Histone H2B OS=Cricetulus griseus OX=10029 GN=I79_004536 PE=3 SV=1,LOC100774845,14,303.1266666,197.69057657000002,330.6495182,3241.364884,3094.52864,3115.285129,3510.444663,3322.690289,3499.191125,937.5038038,1062.2150553,1069.4404134000001,149980.536284,13920,0.11419675874791334,0.07370276690396375,0.12327236224218029,1.5053434762511315,1.312672710690439,1.3927604519154804,1.5190023691087502,1.4320082512926984,1.5774856967720907,0.40895144975980124,0.4614837772375344,0.4896994856310956,Cricetulus griseus,loc100774845,277.15558712333336,70.18114252938561,25.32,3,0.1037,3150.392884333333,79.46468713470023,2.52,3,1.4036,3444.1086923333332,105.30186147638302,3.06,3,1.5095,1023.0530908333334,74.17588444940883,7.25,3,0.4534,1973.6775636558332,392,3.502,True,3.6306,True,1.8803,True,3,Medium
G3IJZ9,PITSLRE serine/threonine-protein kinase CDC2L1 OS=Cricetulus griseus OX=10029 GN=I79_024191 PE=4 SV=1,UNKNOWN,1,663.1526609,712.3293697,778.0665841,15097.186104,15555.931002,17795.585788,13808.730843000001,13170.707639,14827.081839,6567.544916999999,6904.942272,8854.618705,149980.536284,62248,0.055867210000480595,0.05938715329465135,0.06486768827579402,1.5678969801115838,1.475610685323768,1.7791179679436242,1.3361767705925562,1.2693418551195192,1.494745599690573,0.640642281807157,0.6708383330392151,0.9066856735134093,Cricetulus griseus,unknown,717.8495382333334,57.65549957966869,8.03,3,0.06,16149.567631333333,1443.829473801358,8.94,3,1.6075,13935.506773666668,835.4328070250232,5.99,3,1.3668,7442.368631333334,1234.6242127541805,16.59,3,0.7394,9561.323143641666,140,4.4898,True,4.277,True,3.3722,True,3,Medium
G3HJJ9,T-cell surface glycoprotein CD8 alpha chain OS=Cricetulus griseus OX=10029 GN=I79_010846 PE=4 SV=1,UNKNOWN,1,369.9873333,648.1978101,679.3848439799999,4770.61543,3772.686056,5386.67633,3349.9264059999996,3133.722954,3803.8097479999997,1238.155813,1496.630334,2273.5036443,149980.536284,15870,0.12225842546437413,0.2119667261397479,0.22216517693138688,1.9433203523133138,1.4037020226100074,2.1123302265600143,1.2714342154599814,1.184618649543543,1.5041074470853586,0.47373592839822554,0.5703229366430423,0.9131266526496273,Cricetulus griseus,unknown,565.8566624599999,170.34304608568374,30.1,3,0.1855,4643.325938666667,814.4894794253471,17.54,3,1.8198,3429.1530359999997,341.9966696463099,9.97,3,1.3201,1669.4299304333333,538.8701683523086,32.28,3,0.6524,2576.94139189,336,3.0344,True,2.5972,True,1.5592,True,3,Medium
G3HDU1,Uncharacterized protein OS=Cricetulus griseus OX=10029 GN=I79_008707 PE=3 SV=1,HIST1H1D,15,241.79260104000002,188.25350776,197.94572756000002,1236.6067954,1657.9747925000001,1852.0788719,4093.936248,3892.9623109999998,3991.987338,204.48129627999998,217.67770973,258.5241,149980.536284,21285,0.05957145692324524,0.045899344375092285,0.04826246918297868,0.3755821048223426,0.4599445258749436,0.5415065105319873,1.1585185071741924,1.0972395116507963,1.1769350639648948,0.058333479748281965,0.06184769609519479,0.07741759429304987,Cricetulus griseus,hist1h1d,209.33061211999998,28.52753625261969,13.63,3,0.0512,1582.2201532666668,314.651463149045,19.89,3,0.459,3992.961965666667,100.49051329671119,2.52,3,1.1442,226.89436866999998,28.175632379625885,12.42,3,0.0659,1502.8517749308335,450,2.9121,True,4.2471,True,0.1157,False,2,Medium
G3IIB1,Sialate O-acetylesterase OS=Cricetulus griseus OX=10029 GN=I79_023579 PE=4 SV=1,SIAE,1,1121.9720209,1211.3043581000002,1201.5514387,7667.440998,8667.675737,7178.353873,12133.129015999999,13212.623494,11653.585059000001,8197.909845999999,7969.071609,6360.6720000000005,149980.536284,61417,0.09579929145960091,0.10235327427348818,0.10152916823635544,0.8070654598089263,0.8333265952879206,0.7273678895512179,1.1899255008033116,1.2906109756899216,1.1907153511052266,0.8104990086755864,0.784697649649526,0.6601257796225043,Cricetulus griseus,siae,1178.2759392333335,49.003859786456985,4.16,3,0.0999,7837.823536,759.139355183618,9.69,3,0.7893,12333.112522999998,798.5269330184334,6.47,3,1.2238,7509.2178183333335,1001.2291732098877,13.33,3,0.7518,7214.6074541416665,181,2.7327,True,3.3867,True,2.671,True,3,Medium
G3H2X9,Annexin OS=Cricetulus griseus OX=10029 GN=H671_1g1445 PE=3 SV=1,ANXA,1,1220.9040371,1562.6694524,1556.5539019,4142.333224,3753.1082109999998,5801.87572,4520.4627789999995,4628.498727,5626.574218,3383.603645,4349.186078,5172.36831,149980.536284,34597,0.1850597440899001,0.23440438962953528,0.2334870415109044,0.7740223619181535,0.6405511722463577,1.0436330878216584,0.7870095659642715,0.8025952785100111,1.0205695618726318,0.5938530501984706,0.7602435932555063,0.9529350301159186,Cricetulus griseus,anxa,1446.7091304666667,195.57685224030547,13.52,3,0.2177,4565.772385,1088.0430224879917,23.83,3,0.8194,4925.1785746666665,609.8236039055065,12.38,3,0.8701,4301.7193443333335,895.3265185349293,20.81,3,0.769,3809.844858616667,267,1.6574,True,1.7667,True,1.5715,True,3,Medium
G3HMB9,Histone H2A OS=Cricetulus griseus OX=10029 GN=I79_011871 PE=3 SV=1,LOC100766018,2,153.77222564,171.32961241,183.26329937999998,1689.5988206000002,1689.5052140000003,1933.644727,1909.22667,1896.1362525,2153.1977257,392.83442390000005,410.2779345,562.0842425999999,149980.536284,13509,0.05969302223037906,0.06581824381741576,0.07040270710769943,0.8085508039927466,0.7384779294128623,0.8907818120889709,0.8512749342304164,0.8420565016433017,1.0002250154196757,0.17657299562276577,0.18366998059179732,0.26521036924153196,Cricetulus griseus,loc100766018,169.45504580999997,14.834633717685987,8.75,3,0.0653,1770.916253866667,140.92699942444798,7.96,3,0.8126,1986.1868827333335,144.78365242287717,7.29,3,0.8979,455.0655336666667,93.09039725896119,20.46,3,0.2085,1095.4059290191667,517,3.3778,True,3.5433,True,1.4198,True,3,Medium
G3I8Z3,TBC1 domain family member 20 OS=Cricetulus griseus OX=10029 GN=I79_020027 PE=4 SV=1,UNKNOWN,1,104.6588675,53.97548648,65.98900771,17506.836886999998,13494.23531,7046.045238,12687.12714,12151.89269,7828.321844,2458.151497,3594.664884,0.0,149980.536284,64692,0.008483876193188087,0.004329951649765817,0.00529368480831011,1.7494600308656008,1.2316828283701966,0.6778173931839708,1.1812675374474408,1.126907427509936,0.7593729025924916,0.23072572332616226,0.33604005921332364,0.0,Cricetulus griseus,unknown,74.87445389666668,26.484233863880903,35.37,3,0.006,12682.372478333333,5277.440802512937,41.61,3,1.2197,10889.113891333334,2664.198743877967,24.47,3,1.0225,2017.6054603333332,1837.3797960363866,91.07,2,0.1889,6415.991570974167,194,7.3851,True,7.1652,True,4.7336,True,3,Medium
G3GS65,EGF-O-GlcNAc transferase OS=Cricetulus griseus OX=10029 GN=Eogt PE=2 SV=1,EOGT,2,30309.275212,26675.14576,22857.271979999998,11938.366202000001,12741.263539,7955.765434999999,9275.17247,10609.547021999999,6853.654592999999,9639.189215999999,8576.151697,4817.985987,149980.536284,61605,2.5800519953000296,2.2471284526115953,1.9255087367642474,1.2527830010794159,1.2212307254147075,0.8036813081945984,0.9068627997435358,1.0331794835418393,0.6981411750074895,0.9500850678615782,0.8418984573734566,0.4984962113834484,Cricetulus griseus,eogt,26613.897650666666,3726.3791461158785,14.0,3,2.2509,10878.465058666667,2562.7701518232925,23.56,3,1.0926,8912.791361666665,1903.988454616401,21.36,3,0.8794,7677.775633333334,2533.043585818632,32.99,3,0.7635,13520.732426083332,102,-1.2906,True,-1.5781,True,-1.7933,True,3,Medium
G3I780,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial OS=Cricetulus griseus OX=10029 GN=I79_019365 PE=3 SV=1",PDP2,1,32254.276798,24036.942199999998,21623.038403,14212.0009749,12997.876811999999,7288.383871,9757.558754399999,11239.346958299999,6195.6196043,8403.3988479,7256.2392214,2819.3474028,149980.536284,61086,2.768946023144613,2.0420886463564902,1.837012414270259,1.5040437110457563,1.25641153315097,0.7425187247855556,0.9621328484599767,1.1038098970551538,0.6364731079213638,0.8353168419597126,0.718378168213512,0.29418410036059994,Cricetulus griseus,pdp2,25971.419133666666,5573.370453145641,21.46,3,2.216,11499.420552633332,3697.045688286866,32.15,3,1.1677,9064.175105666667,2592.369971400691,28.6,3,0.9008,6159.661824033334,2949.1132780367116,47.88,3,0.616,13173.669154,105,-1.1753,True,-1.5186,True,-2.0758,True,3,Medium
G3IIK1,Olfactory receptor 10G7 OS=Cricetulus griseus OX=10029 GN=I79_023673 PE=3 SV=1,LOC100758628,1,3565.7610717000002,2550.4627680000003,1769.0245415,3458.26049299,6632.92007215,1735.5308738899998,3275.4035740500003,7019.63124944,2536.42656342,3093.8777509799997,3690.61914951,117.38303171000001,149980.536284,34825,0.5369452234139495,0.38007116523498874,0.26362087196608575,0.6419681700972972,1.1246433625381858,0.3101409253778809,0.5665121760063073,1.2092554880768829,0.4570546891381171,0.5394484792837713,0.6409015576309078,0.02148456121166033,Cricetulus griseus,loc100758628,2628.416127066667,900.9012622818976,34.28,3,0.3935,3942.2371463433333,2484.306802822822,63.02,3,0.6923,4277.153795636667,2403.6240750218453,56.2,3,0.7443,2300.6266440666664,1914.1419950860557,83.2,3,0.4006,3287.108428278333,291,0.5846,False,0.7022,False,-0.1921,False,0,Low
G3IIZ7,KN motif and ankyrin repeat domain-containing protein 1 OS=Cricetulus griseus OX=10029 GN=I79_023827 PE=4 SV=1,KANK1,1,839.1324807000001,487.0799892,860.1075463,18877.815261000003,19811.528345900002,10257.671638400001,21501.782232999998,25398.8428243,13697.4817928,14350.1261131,11701.5791504,4382.8120145,149980.536284,148319,0.029668979753078355,0.017042784732230438,0.030094908604711416,0.8228143558452703,0.7887191344607544,0.43039762237058043,0.8731989914951097,1.0273348843456442,0.5795367011368688,0.5874851292829115,0.4771236094288774,0.18835118035018508,Cricetulus griseus,kank1,728.7733387333334,209.5751529898347,28.76,3,0.0256,16315.671748433335,5267.112969274656,32.28,3,0.6806,20199.36895003333,5958.411933318534,29.5,3,0.8267,10144.839092666667,5162.791617967092,50.89,3,0.4177,11847.163282466667,120,4.4828,True,4.7908,True,3.7973,True,3,Medium
G3I311,Endothelin-converting enzyme 2 OS=Cricetulus griseus OX=10029 GN=I79_017810 PE=4 SV=1,UNKNOWN,1,1605.6314591,2270.5309365000003,2061.1342867000003,2055.9288574,1370.1677151,1337.7530688000002,2020.3473399,1450.0078995,1223.6049303,1520.1516022,1616.4418454000001,817.7339493000001,149980.536284,10680,0.78839431690592,1.1032990147664128,1.0015487528757496,1.2444680380448605,0.7575366742963553,0.7795115649299531,1.1394370648066228,0.8145054770900614,0.7189637050684832,0.8642782776499182,0.9153181060657193,0.4880373576704522,Cricetulus griseus,unknown,1979.0988941000003,339.95614862945996,17.18,3,0.9644,1587.9498804333334,405.6056206289116,25.54,3,0.9272,1564.6533898999999,410.55731410558974,26.24,3,0.891,1318.1091323,436.00395130731494,33.08,3,0.7559,1612.4528241833334,432,-0.3175,False,-0.3388,False,-0.586,False,0,Trace
G3I2F3,Cation channel sperm-associated protein 1 OS=Cricetulus griseus OX=10029 GN=I79_017594 PE=4 SV=1,UNKNOWN,1,4705.6428008,3358.969084,2508.5104478000003,10937.8377918,11206.877672,7337.1025979999995,12649.847661,12358.148839,9261.246644,10307.572834999999,9634.755012,5204.883913,149980.536284,74309,0.33208282087682434,0.23458576183854013,0.17519090523344052,0.9515617555268785,0.8905214813880206,0.6144704957295734,1.0253672300569316,0.9977159107783511,0.7821049502754924,0.8422731263799217,0.7841199084472016,0.44645934949017424,Cricetulus griseus,unknown,3524.374110866667,1107.8658589081988,31.43,3,0.2473,9827.272687266666,2160.7419835309533,21.99,3,0.8189,11423.081048,1877.8759393068465,16.44,3,0.9351,8382.403919999999,2772.2997676839664,33.07,3,0.691,8289.282941533333,159,1.4792,True,1.6962,True,1.2498,True,3,Medium
G3HIQ2,Atrial natriuretic peptide clearance receptor OS=Cricetulus griseus OX=10029 GN=I79_010527 PE=4 SV=1,UNKNOWN,1,491.334942,574.2926658,540.5777444,8826.033153,8135.828256999999,9070.417242,5550.051971,5240.533587,5815.182505999999,2947.937761,3234.562336,4168.59184,149980.536284,43949,0.0586269798227889,0.06781430757202138,0.06383314224336235,1.29826537337096,1.0930850639685448,1.2843876680097612,0.7606477890123384,0.7153546499739009,0.8303311920208912,0.40729329563041944,0.44509195940942897,0.604578456756003,Cricetulus griseus,unknown,535.4017840666667,41.720365632966974,7.79,3,0.0634,8677.426217333332,484.69284987196835,5.59,3,1.2252,5535.256021333332,287.6100400227204,5.2,3,0.7688,3450.363979,638.299974139087,18.5,3,0.4857,4549.612000433333,243,4.016,True,3.3675,True,2.6858,True,3,Medium
G3IMC8,Protein inscuteable-like OS=Cricetulus griseus OX=10029 GN=I79_025067 PE=4 SV=1,UNKNOWN,1,2482.29806,3603.5004360000003,1548.7969238,5335.676366,6200.354184,6392.881341,2874.342864,2871.7048919999997,2916.832291,2104.7724310000003,2372.2151590000003,2626.6209870000002,149980.536284,27739,0.46927994673568435,0.6741721964302543,0.28976153673002275,1.2434994468303437,1.3198570103082121,1.4342461823275274,0.6241418816428822,0.6210747896485761,0.6598688993754973,0.4607361563567722,0.5171856872760001,0.6035578471988556,Cricetulus griseus,unknown,2544.8651399333335,1028.7796704738544,40.43,3,0.4777,5976.303963666666,563.0892164788359,9.42,3,1.3325,2887.6266823333335,25.327167375390772,0.88,3,0.635,2367.869525666667,260.95141740680793,11.02,3,0.5272,3444.1663279,285,1.2313,True,0.1822,False,-0.104,False,1,Low
G3HN21,C-C motif chemokine 27 OS=Cricetulus griseus OX=10029 GN=I79_012151 PE=4 SV=1,CCL2,1,397.22061510000003,426.43924949999996,368.8812514,2397.926028,2060.1470994,3067.014633,1014.8623772999999,1138.4543684,1474.9303464,560.1488296,664.9113832,1125.5578119,149980.536284,14872,0.1400655309356823,0.14880751113668583,0.12872244051217455,1.0423494035563299,0.8179561835588598,1.283406784779818,0.4110298202004066,0.45924151884748393,0.6223563652079837,0.22870307558987282,0.2703818982024898,0.4824038010549188,Cricetulus griseus,ccl2,397.5137053333333,28.78011835857449,7.24,3,0.1392,2508.3625868,512.4380281498691,20.43,3,1.0479,1209.4156973666666,238.10137904784645,19.69,3,0.4975,783.5393415666667,300.7927420933941,38.39,3,0.3272,1224.7078327666666,487,2.6546,True,1.6028,True,0.9772,False,2,Medium
G3H0N5,Syntaxin-binding protein 6 (Fragment) OS=Cricetulus griseus OX=10029 GN=I79_003699 PE=4 SV=1,UNKNOWN,1,536.3567714,894.5385650000001,1456.4502808,3855.4339469999995,3570.855568,4789.227648,2218.4315183999997,1981.5928997,2815.2342280000003,1008.0378252,1262.7528653,1896.5146332,149980.536284,21426,0.1312748516998934,0.21666812611237424,0.3527699816013827,1.1632661312605188,0.9840844501259921,1.3910483966879346,0.6236493605130133,0.5548405970196446,0.8245375428213421,0.28567594786850037,0.35641870129871533,0.5641926041214748,Cricetulus griseus,unknown,962.4485390666665,463.790728608608,48.19,3,0.2336,4071.8390543333335,637.3625414086126,15.65,3,1.1795,2338.4195487,429.57806231685356,18.37,3,0.6677,1389.1017745666668,457.51589561798227,32.94,3,0.4021,2190.4522291666667,374,2.0798,True,1.2799,True,0.5289,False,2,Medium
G3GUZ6,Homeobox protein Nkx-2.6 OS=Cricetulus griseus OX=10029 GN=I79_001522 PE=4 SV=1,NKX2-6,1,9399.30665,9752.49047,9896.329048,4451.466093,4237.327981,5115.330793,2035.5458899,2165.8459985,2528.8038555000003,1859.6793002,1947.7432023,2695.580692,149980.536284,29868,1.6502834523942267,1.694519033453307,1.7195113376155746,0.9634825298528789,0.8376973156977037,1.065823865122999,0.4104973048722196,0.43502711177659764,0.5313075697713411,0.3780679507515251,0.39437445462247533,0.5752524614354622,Cricetulus griseus,nkx2-6,9682.708722666668,255.75366121345618,2.64,3,1.6881,4601.374955666667,457.79551636018334,9.95,3,0.9557,2243.3985813,255.6103626247886,11.39,3,0.4589,2167.6677314999997,459.30151655658136,21.19,3,0.4492,4673.787497783334,238,-1.0732,True,-2.1092,True,-2.1588,True,3,Medium
